"word","positive","negative","freq"
"surgeons",0.738,0.034,5808
"feature",0.724,0.022,12620
"panel",0.738,0.036,9596
"adopted",0.706,0.004,8920
"unrealized",0.726,0.024,8131
"gigawatt",0.704,0.002,832
"requests",0.71,0.008,5665
"awaiting",0.704,0.002,2989
"homozygous",0.706,0.004,420
"renewal",0.734,0.034,25710
"network",0.728,0.028,94658
"sequential",0.722,0.022,79789
"proceeding",0.706,0.006,7122
"purpose",0.7,0,10146
"activities",0.704,0.006,91352
"carriers",0.74,0.042,20305
"payload",0.7,0.002,1118
"prevention",0.7,0.002,3405
"snapdragon",0.704,0.006,256
"egain",0.698,0,298
"contain",0.698,0.002,19861
"handset",0.726,0.03,5752
"schizophrenia",0.696,0,1175
"process",0.708,0.014,223773
"guarantees",0.696,0.002,7749
"turn",0.694,0,323637
"licenses",0.716,0.022,9389
